trade_id,year,region1,region2,industry1,industry2,amount,total_employment_value,employment_count
21258,2019,BR,IT,CROPS,FOOD5,52.16,0,0
53816,2019,BR,WL,TRANS,93197,51.84,0,0
45141,2019,BR,WA,VEGET,OFFIC,51.82,0,0
49174,2019,BR,WL,CEREA,EDUCA,51.78,0,0
42541,2019,BR,WA,HEAVY,MEAT4,51.76,0,0
55737,2019,BR,WM,MEAT1,GASDI,51.71,0,0
57361,2019,BR,WM,SUGA1,FISH5,51.68,0,0
52882,2019,BR,WL,PULP5,CHEM1,51.53,0,0
24827,2019,BR,KR,BASIC,FABRI,51.5,0,0
52334,2019,BR,WL,PAPER,HOTEL,51.46,0,0
5578,2019,BR,CN,CRUDE,REFI1,51.39,0,0
21238,2019,BR,IT,CROPS,BEVER,51.3,0,0
40562,2019,BR,US,RUBBE,PUBLI,50.58,0,0
23263,2019,BR,JP,CROPS,TOBAC,50.45,0,0
6581,2019,BR,CN,OILSE,VEGE1,50.39,0,0
45320,2019,BR,WE,ALUM1,ALUM1,50.32,0,0
49998,2019,BR,WL,FOOD5,FOOD5,50.25,0,0
49798,2019,BR,WL,FABRI,CRUDE,50.11,0,0
49666,2019,BR,WL,ELECT,COMPU,50.08,0,0
19973,2019,BR,IN,BASIC,CONST,50.02,0,0
53590,2019,BR,WL,TEXTI,HEALT,49.96,0,0
49181,2019,BR,WL,CEREA,FOOD5,49.94,0,0
47333,2019,BR,WF,HEAVY,FURNI,49.85,0,0
56398,2019,BR,WM,OILSE,93197,49.79,0,0
28276,2019,BR,MX,WOODW,CONST,49.64,0,0
40572,2019,BR,US,RUBBE,RUBBE,49.59,0,0
6504,2019,BR,CN,OILSE,BITUM,49.38,0,0
45248,2019,BR,WA,WHEAT,WOODW,49.24,0,0
53603,2019,BR,WL,TEXTI,LEATH,49.01,0,0
2018,2019,BR,BE,CROPS,BEVER,48.93,0,0
28550,2019,BR,NL,BUSIN,COMPU,48.77,0,0
2022,2019,BR,BE,CROPS,CATTL,48.62,0,0
54702,2019,BR,WM,CEREA,PRIVA,48.57,0,0
51095,2019,BR,WL,MEAT1,FISH5,48.51,0,0
38470,2019,BR,US,CRUDE,KEROS,48.25,0,0
54650,2019,BR,WM,CEREA,HEALT,48.2,0,0
3647,2019,BR,CA,BASIC,BASIC,48.13,0,0
29788,2019,BR,NL,REALE,BUSIN,47.7,0,0
54621,2019,BR,WM,CEREA,COMPU,47.6,0,0
6896,2019,BR,CN,PULP5,PROCE,47.59,0,0
11865,2019,BR,ES,CRUDE,KERO1,47.5,0,0
57424,2019,BR,WM,SUGA1,RAWMI,47.4,0,0
48796,2019,BR,WL,BASIC,CEMEN,47.37,0,0
11172,2019,BR,DK,SEACO,LANDT,47.35,0,0
27055,2019,BR,MX,CROPS,TOBAC,47.08,0,0
13364,2019,BR,ES,TRANS,TRANS,47.01,0,0
38765,2019,BR,US,FINAN,FINAN,46.96,0,0
49458,2019,BR,WL,CROPS,RESEA,46.82,0,0
26853,2019,BR,MX,BASIC,CONST,46.65,0,0
54707,2019,BR,WM,CEREA,RAILW,46.54,0,0
38437,2019,BR,US,CRUDE,CONST,46.25,0,0
42507,2019,BR,WA,HEAVY,ELEC6,46.16,0,0
6518,2019,BR,CN,OILSE,EDUCA,46.09,0,0
54684,2019,BR,WM,CEREA,OFFIC,46.01,0,0
54622,2019,BR,WM,CEREA,CONST,45.57,0,0
53234,2019,BR,WL,RUBBE,MOTO1,45.36,0,0
55879,2019,BR,WM,MEATC,EDUCA,45.33,0,0
34664,2019,BR,RU,MEATP,FOOD5,45.33,0,0
43133,2019,BR,WA,MEATC,CHARC,45.28,0,0
49738,2019,BR,WL,ELECT,RADIO,45.26,0,0
52383,2019,BR,WL,PAPER,PUBLI,45.25,0,0
52578,2019,BR,WL,PLAST,FOOD5,45.22,0,0
54071,2019,BR,WL,WOODW,CHEM1,45.19,0,0
52956,2019,BR,WL,RADIO,CONST,45.17,0,0
1736,2019,BR,BE,BASIC,CONST,45.08,0,0
37783,2019,BR,US,ALUM1,ELECT,44.8,0,0
1986,2019,BR,BE,COPP1,COPP1,44.79,0,0
30138,2019,BR,NO,ALUM1,ELECT,44.55,0,0
48670,2019,BR,WL,ALUM1,FABRI,44.4,0,0
51637,2019,BR,WL,MOTO1,POSTT,44.35,0,0
6192,2019,BR,CN,MEATP,FOOD5,44.29,0,0
55732,2019,BR,WM,MEAT1,FOOD5,44.17,0,0
42590,2019,BR,WA,HEAVY,SEACO,44.01,0,0
38381,2019,BR,US,CROPS,FOOD5,43.98,0,0
16521,2019,BR,FR,WOODW,CONST,43.46,0,0
53631,2019,BR,WL,TEXTI,PAPER,43.2,0,0
53695,2019,BR,WL,TOBAC,COPP1,43.08,0,0
41657,2019,BR,WA,CEREA,RUBBE,43.02,0,0
3658,2019,BR,CA,BASIC,FABRI,42.88,0,0
23487,2019,BR,JP,FOOD5,HOTEL,42.75,0,0
30118,2019,BR,NL,WOODW,WOODW,42.72,0,0
41637,2019,BR,WA,CEREA,PLAS2,42.65,0,0
44078,2019,BR,WA,PLANT,WHOLE,42.34,0,0
46885,2019,BR,WF,CEREA,REALE,42.13,0,0
5430,2019,BR,CN,COPP1,FABRI,42.09,0,0
25009,2019,BR,KR,CROPS,HOTEL,42.02,0,0
55888,2019,BR,WM,MEATC,HEALT,41.93,0,0
54613,2019,BR,WM,CEREA,CEMEN,41.79,0,0
48823,2019,BR,WL,BASIC,FURNI,41.48,0,0
55746,2019,BR,WM,MEAT1,KEROS,41.37,0,0
20538,2019,BR,IN,PLANT,TEXTI,41.36,0,0
55291,2019,BR,WM,FOOD5,MEATA,41.02,0,0
32091,2019,BR,PT,CRUDE,MOTOR,40.94,0,0
41171,2019,BR,US,WOODW,PAPER,40.89,0,0
44118,2019,BR,WA,PLAST,LEATH,40.81,0,0
53214,2019,BR,WL,RUBBE,HOTEL,40.8,0,0
51547,2019,BR,WL,MOTO1,CHEM1,40.8,0,0
7297,2019,BR,CN,WOODW,FURNI,40.72,0,0
54699,2019,BR,WM,CEREA,POULT,40.67,0,0
43546,2019,BR,WA,NAPHT,CONST,40.6,0,0
32697,2019,BR,PT,KEROS,AIRTR,40.43,0,0
45010,2019,BR,WA,TRANS,RAILW,40.39,0,0
48657,2019,BR,WL,ALUM1,CHARC,40.31,0,0
54716,2019,BR,WM,CEREA,RETAI,40.27,0,0
51659,2019,BR,WL,MOTO1,SEACO,40.25,0,0
38458,2019,BR,US,CRUDE,FURNI,40.23,0,0
49396,2019,BR,WL,CROPS,EDUCA,39.99,0,0
52006,2019,BR,WL,NONME,CONST,39.5,0,0
51309,2019,BR,WL,MEATP,CHARC,39.45,0,0
